run_dir,repo,run_id,file_count,text_file_count,total_size,avg_file_size,kw_total,kw_count_137,kw_count_killed,kw_count_oom,kw_count_out of memory,kw_count_memory limit,kw_count_no memory
pytorch_pytorch_20319152494,pytorch_pytorch,20319152494,30,30,8775581,292519.36666666664,730,676,0,54,0,0,0
pytorch_pytorch_20319160208,pytorch_pytorch,20319160208,54,54,31939065,591464.1666666666,1102,1096,0,6,0,0,0
pytorch_pytorch_20319197966,pytorch_pytorch,20319197966,54,54,32018790,592940.5555555555,988,982,0,6,0,0,0
pytorch_pytorch_20319231045,pytorch_pytorch,20319231045,54,54,31924022,591185.5925925926,945,939,0,6,0,0,0
pytorch_pytorch_20319383142,pytorch_pytorch,20319383142,2,2,28532,14266.0,1,1,0,0,0,0,0
pytorch_pytorch_20319383486,pytorch_pytorch,20319383486,2,2,28528,14264.0,1,1,0,0,0,0,0
pytorch_pytorch_20319464083,pytorch_pytorch,20319464083,2,2,28464,14232.0,0,0,0,0,0,0,0
pytorch_pytorch_20319464194,pytorch_pytorch,20319464194,2,2,28597,14298.5,1,1,0,0,0,0,0
pytorch_pytorch_20319464235,pytorch_pytorch,20319464235,717,717,366203794,510744.4825662483,15985,15481,0,504,0,0,0
pytorch_pytorch_20319464320,pytorch_pytorch,20319464320,395,395,337525637,854495.2835443038,14790,14340,0,450,0,0,0
pytorch_pytorch_20319476558,pytorch_pytorch,20319476558,162,162,154027749,950788.574074074,7854,7613,0,241,0,0,0
pytorch_pytorch_20319864578,pytorch_pytorch,20319864578,4,4,10097581,2524395.25,446,440,0,6,0,0,0
pytorch_pytorch_20320212893,pytorch_pytorch,20320212893,30,30,8783985,292799.5,721,667,0,54,0,0,0
pytorch_pytorch_20320223546,pytorch_pytorch,20320223546,27,27,12656605,468763.14814814815,678,660,0,18,0,0,0
pytorch_pytorch_20320359967,pytorch_pytorch,20320359967,64,64,59295541,926492.828125,2614,2506,0,108,0,0,0
pytorch_pytorch_20320427573,pytorch_pytorch,20320427573,30,30,8796730,293224.3333333333,770,716,0,54,0,0,0
pytorch_pytorch_20320492706,pytorch_pytorch,20320492706,2,2,856012,428006.0,64,58,0,6,0,0,0
pytorch_pytorch_20320517304,pytorch_pytorch,20320517304,2,2,28476,14238.0,3,3,0,0,0,0,0
pytorch_pytorch_20320728701,pytorch_pytorch,20320728701,6,6,1703342,283890.3333333333,95,89,0,6,0,0,0
pytorch_pytorch_20320756946,pytorch_pytorch,20320756946,6,6,1897525,316254.1666666667,4480,4474,0,6,0,0,0
pytorch_pytorch_20320813978,pytorch_pytorch,20320813978,2,2,856906,428453.0,80,74,0,6,0,0,0
pytorch_pytorch_20320848307,pytorch_pytorch,20320848307,72,72,11157405,154963.95833333334,901,835,0,66,0,0,0
pytorch_pytorch_20320912727,pytorch_pytorch,20320912727,242,242,17620790,72813.18181818182,1484,1376,0,108,0,0,0
pytorch_pytorch_20320914098,pytorch_pytorch,20320914098,17,17,3511896,206582.11764705883,205,193,0,12,0,0,0
pytorch_pytorch_20320925520,pytorch_pytorch,20320925520,17,17,2345494,137970.23529411765,176,164,0,12,0,0,0
pytorch_pytorch_20320935340,pytorch_pytorch,20320935340,204,204,16569035,81220.75980392157,1374,1272,0,102,0,0,0
pytorch_pytorch_20320935732,pytorch_pytorch,20320935732,211,211,17396017,82445.57819905214,1515,1407,0,108,0,0,0
pytorch_pytorch_20320936852,pytorch_pytorch,20320936852,217,217,17841552,82219.133640553,1600,1492,0,108,0,0,0
pytorch_pytorch_20321003475,pytorch_pytorch,20321003475,17,17,3599802,211753.0588235294,211,199,0,12,0,0,0
pytorch_pytorch_20321026837,pytorch_pytorch,20321026837,9,9,56485,6276.111111111111,2,2,0,0,0,0,0
pytorch_pytorch_20321035884,pytorch_pytorch,20321035884,256,256,18086729,70651.28515625,1526,1418,0,108,0,0,0
pytorch_pytorch_20321040024,pytorch_pytorch,20321040024,42,42,20198100,480907.14285714284,942,930,0,12,0,0,0
pytorch_pytorch_20321046038,pytorch_pytorch,20321046038,23,23,2126226,92444.60869565218,164,152,0,12,0,0,0
pytorch_pytorch_20321092618,pytorch_pytorch,20321092618,42,42,20197604,480895.3333333333,893,881,0,12,0,0,0
pytorch_pytorch_20321150831,pytorch_pytorch,20321150831,256,256,18087634,70654.8203125,1597,1489,0,108,0,0,0
pytorch_pytorch_20321174267,pytorch_pytorch,20321174267,23,23,2779604,120852.34782608696,182,170,0,12,0,0,0
pytorch_pytorch_20321255514,pytorch_pytorch,20321255514,23,23,6391550,277893.47826086957,374,362,0,12,0,0,0
pytorch_pytorch_20321318763,pytorch_pytorch,20321318763,23,23,2874864,124994.08695652174,218,206,0,12,0,0,0
pytorch_pytorch_20321364099,pytorch_pytorch,20321364099,23,23,3559960,154780.86956521738,194,182,0,12,0,0,0
pytorch_pytorch_20321401342,pytorch_pytorch,20321401342,248,248,32905888,132685.03225806452,2745,2553,0,192,0,0,0
pytorch_pytorch_20321401419,pytorch_pytorch,20321401419,242,242,17856205,73785.97107438017,1494,1386,0,108,0,0,0
pytorch_pytorch_20321454324,pytorch_pytorch,20321454324,23,23,2170740,94380.0,192,180,0,12,0,0,0
pytorch_pytorch_20321454433,pytorch_pytorch,20321454433,242,242,17599841,72726.61570247934,1483,1375,0,108,0,0,0
pytorch_pytorch_20321494726,pytorch_pytorch,20321494726,23,23,9623447,418410.73913043475,464,452,0,12,0,0,0
pytorch_pytorch_20321575815,pytorch_pytorch,20321575815,12,12,1713604,142800.33333333334,158,146,0,12,0,0,0
pytorch_pytorch_20321578946,pytorch_pytorch,20321578946,23,23,2283404,99278.43478260869,186,174,0,12,0,0,0
pytorch_pytorch_20321582548,pytorch_pytorch,20321582548,242,242,17588243,72678.69008264462,1510,1402,0,108,0,0,0
pytorch_pytorch_20321585501,pytorch_pytorch,20321585501,9,9,56741,6304.555555555556,1,1,0,0,0,0,0
pytorch_pytorch_20321644125,pytorch_pytorch,20321644125,9,9,56786,6309.555555555556,2,2,0,0,0,0,0
pytorch_pytorch_20321710078,pytorch_pytorch,20321710078,9,9,56605,6289.444444444444,4,4,0,0,0,0,0
pytorch_pytorch_20321747005,pytorch_pytorch,20321747005,23,23,2149044,93436.69565217392,164,152,0,12,0,0,0
pytorch_pytorch_20321752562,pytorch_pytorch,20321752562,23,23,2146016,93305.04347826086,157,145,0,12,0,0,0
rust-lang_rust_19893829296,rust-lang_rust,19893829296,20,20,1264740,63237.0,110,110,0,0,0,0,0
rust-lang_rust_19894763031,rust-lang_rust,19894763031,20,20,8251730,412586.5,760,755,0,5,0,0,0
rust-lang_rust_19895932655,rust-lang_rust,19895932655,20,20,8158394,407919.7,694,689,0,5,0,0,0
rust-lang_rust_19896597047,rust-lang_rust,19896597047,20,20,7205289,360264.45,580,575,0,5,0,0,0
rust-lang_rust_19897597478,rust-lang_rust,19897597478,20,20,1090024,54501.2,140,140,0,0,0,0,0
rust-lang_rust_19897932455,rust-lang_rust,19897932455,20,20,5418834,270941.7,481,480,0,1,0,0,0
rust-lang_rust_19900613817,rust-lang_rust,19900613817,20,20,15956455,797822.75,1192,1182,0,10,0,0,0
rust-lang_rust_19902571541,rust-lang_rust,19902571541,2,2,24267,12133.5,3,3,0,0,0,0,0
rust-lang_rust_19902619840,rust-lang_rust,19902619840,20,20,6707492,335374.6,540,538,0,2,0,0,0
rust-lang_rust_19903399758,rust-lang_rust,19903399758,20,20,16020329,801016.45,1262,1253,0,9,0,0,0
rust-lang_rust_19903660358,rust-lang_rust,19903660358,20,20,6776389,338819.45,542,540,0,2,0,0,0
rust-lang_rust_19904449463,rust-lang_rust,19904449463,168,168,7925837,47177.60119047619,856,856,0,0,0,0,0
rust-lang_rust_19904455054,rust-lang_rust,19904455054,20,20,11928931,596446.55,933,927,0,6,0,0,0
rust-lang_rust_19905008700,rust-lang_rust,19905008700,20,20,16720517,836025.85,1182,1172,0,10,0,0,0
rust-lang_rust_19906430901,rust-lang_rust,19906430901,20,20,1456000,72800.0,205,205,0,0,0,0,0
rust-lang_rust_19907164390,rust-lang_rust,19907164390,20,20,1960352,98017.6,179,179,0,0,0,0,0
rust-lang_rust_19908348835,rust-lang_rust,19908348835,20,20,5529373,276468.65,493,493,0,0,0,0,0
rust-lang_rust_19908744238,rust-lang_rust,19908744238,20,20,1415718,70785.9,152,152,0,0,0,0,0
rust-lang_rust_19911843606,rust-lang_rust,19911843606,20,20,17900884,895044.2,1298,1286,0,12,0,0,0
rust-lang_rust_19913696105,rust-lang_rust,19913696105,20,20,6842600,342130.0,506,502,0,4,0,0,0
rust-lang_rust_19914050449,rust-lang_rust,19914050449,20,20,1898027,94901.35,181,181,0,0,0,0,0
rust-lang_rust_19914525071,rust-lang_rust,19914525071,20,20,2109890,105494.5,191,191,0,0,0,0,0
rust-lang_rust_19916554966,rust-lang_rust,19916554966,170,170,271782487,1598720.5117647059,17384,17286,0,98,0,0,0
rust-lang_rust_19918797919,rust-lang_rust,19918797919,18,18,17824483,990249.0555555555,1109,1097,0,12,0,0,0
rust-lang_rust_19920124321,rust-lang_rust,19920124321,18,18,16756790,930932.7777777778,1072,1063,0,9,0,0,0
rust-lang_rust_19922889387,rust-lang_rust,19922889387,2,2,24159,12079.5,0,0,0,0,0,0,0
rust-lang_rust_19923001749,rust-lang_rust,19923001749,20,20,17943899,897194.95,1376,1364,0,12,0,0,0
rust-lang_rust_19932136047,rust-lang_rust,19932136047,20,20,1607312,80365.6,172,172,0,0,0,0,0
rust-lang_rust_19933285342,rust-lang_rust,19933285342,20,20,1660093,83004.65,144,144,0,0,0,0,0
rust-lang_rust_19935013083,rust-lang_rust,19935013083,20,20,1793151,89657.55,160,160,0,0,0,0,0
rust-lang_rust_19935574417,rust-lang_rust,19935574417,20,20,2472235,123611.75,225,225,0,0,0,0,0
rust-lang_rust_19936611938,rust-lang_rust,19936611938,20,20,4711129,235556.45,378,378,0,0,0,0,0
rust-lang_rust_19938447398,rust-lang_rust,19938447398,20,20,6798914,339945.7,573,571,0,2,0,0,0
rust-lang_rust_19941425207,rust-lang_rust,19941425207,20,20,1599709,79985.45,141,141,0,0,0,0,0
rust-lang_rust_19941486493,rust-lang_rust,19941486493,20,20,2286604,114330.2,215,215,0,0,0,0,0
rust-lang_rust_19946820131,rust-lang_rust,19946820131,20,20,8368056,418402.8,702,697,0,5,0,0,0
rust-lang_rust_19948382302,rust-lang_rust,19948382302,20,20,7311634,365581.7,627,624,0,3,0,0,0
rust-lang_rust_19953498222,rust-lang_rust,19953498222,20,20,1609953,80497.65,143,143,0,0,0,0,0
rust-lang_rust_19954403191,rust-lang_rust,19954403191,20,20,1767820,88391.0,275,275,0,0,0,0,0
rust-lang_rust_19954889073,rust-lang_rust,19954889073,20,20,1782557,89127.85,167,167,0,0,0,0,0
rust-lang_rust_19956297070,rust-lang_rust,19956297070,170,170,298070719,1753357.1705882354,19414,19288,0,126,0,0,0
rust-lang_rust_19956448387,rust-lang_rust,19956448387,20,20,17399464,869973.2,1441,1429,0,12,0,0,0
rust-lang_rust_19956451371,rust-lang_rust,19956451371,20,20,17552668,877633.4,1659,1647,0,12,0,0,0
rust-lang_rust_19957778894,rust-lang_rust,19957778894,20,20,1207467,60373.35,114,114,0,0,0,0,0
rust-lang_rust_19957968351,rust-lang_rust,19957968351,20,20,1156690,57834.5,117,117,0,0,0,0,0
rust-lang_rust_19958935918,rust-lang_rust,19958935918,170,170,309022136,1817777.2705882352,20427,20298,0,129,0,0,0
rust-lang_rust_19961061528,rust-lang_rust,19961061528,20,20,6603400,330170.0,568,566,0,2,0,0,0
rust-lang_rust_19961179083,rust-lang_rust,19961179083,20,20,6553025,327651.25,551,549,0,2,0,0,0
rust-lang_rust_19961248725,rust-lang_rust,19961248725,20,20,6839463,341973.15,534,531,0,3,0,0,0
rust-lang_rust_19966791946,rust-lang_rust,19966791946,170,170,234650621,1380297.7705882352,15018,14951,0,67,0,0,0
rust-lang_rust_19967098748,rust-lang_rust,19967098748,20,20,3548635,177431.75,328,328,0,0,0,0,0
rust-lang_rust_19967170454,rust-lang_rust,19967170454,6,6,1488937,248156.16666666666,51,51,0,0,0,0,0
rust-lang_rust_19967756212,rust-lang_rust,19967756212,20,20,8222040,411102.0,690,685,0,5,0,0,0
rust-lang_rust_19973479484,rust-lang_rust,19973479484,20,20,5389724,269486.2,505,505,0,0,0,0,0
rust-lang_rust_19973494519,rust-lang_rust,19973494519,20,20,1539950,76997.5,155,155,0,0,0,0,0
rust-lang_rust_19973691052,rust-lang_rust,19973691052,20,20,5849065,292453.25,496,495,0,1,0,0,0
rust-lang_rust_19973706590,rust-lang_rust,19973706590,20,20,1592030,79601.5,136,136,0,0,0,0,0
rust-lang_rust_19973868291,rust-lang_rust,19973868291,170,170,162099715,953527.7352941176,9935,9907,0,28,0,0,0
rust-lang_rust_19975682034,rust-lang_rust,19975682034,20,20,8464768,423238.4,677,663,0,14,0,0,0
rust-lang_rust_19977462018,rust-lang_rust,19977462018,20,20,1746124,87306.2,163,163,0,0,0,0,0
rust-lang_rust_19977809864,rust-lang_rust,19977809864,20,20,16720448,836022.4,1343,1334,0,9,0,0,0
rust-lang_rust_19977974292,rust-lang_rust,19977974292,20,20,8085326,404266.3,694,680,0,14,0,0,0
rust-lang_rust_19978949606,rust-lang_rust,19978949606,20,20,1862051,93102.55,237,237,0,0,0,0,0
rust-lang_rust_19978959239,rust-lang_rust,19978959239,20,20,7774875,388743.75,629,615,0,14,0,0,0
rust-lang_rust_19979423782,rust-lang_rust,19979423782,20,20,1793245,89662.25,153,153,0,0,0,0,0
rust-lang_rust_19981195890,rust-lang_rust,19981195890,20,20,6598936,329946.8,509,507,0,2,0,0,0
rust-lang_rust_19982746594,rust-lang_rust,19982746594,20,20,7884132,394206.6,598,584,0,14,0,0,0
rust-lang_rust_19984780799,rust-lang_rust,19984780799,20,20,1713371,85668.55,240,240,0,0,0,0,0
rust-lang_rust_19984924944,rust-lang_rust,19984924944,20,20,7689778,384488.9,566,563,0,3,0,0,0
rust-lang_rust_19986311295,rust-lang_rust,19986311295,20,20,1494018,74700.9,157,157,0,0,0,0,0
rust-lang_rust_19987691233,rust-lang_rust,19987691233,20,20,2503613,125180.65,260,260,0,0,0,0,0
rust-lang_rust_19988180832,rust-lang_rust,19988180832,20,20,4652184,232609.2,391,391,0,0,0,0,0
rust-lang_rust_19988184147,rust-lang_rust,19988184147,20,20,5713864,285693.2,485,484,0,1,0,0,0
rust-lang_rust_19988688275,rust-lang_rust,19988688275,10,10,26326131,2632613.1,1689,1683,0,6,0,0,0
rust-lang_rust_19989391739,rust-lang_rust,19989391739,20,20,4941950,247097.5,444,444,0,0,0,0,0
rust-lang_rust_19990152291,rust-lang_rust,19990152291,20,20,4475821,223791.05,369,369,0,0,0,0,0
rust-lang_rust_19990723794,rust-lang_rust,19990723794,20,20,3463582,173179.1,350,350,0,0,0,0,0
rust-lang_rust_19990967089,rust-lang_rust,19990967089,20,20,3476145,173807.25,350,350,0,0,0,0,0
rust-lang_rust_19991094418,rust-lang_rust,19991094418,20,20,7742237,387111.85,635,630,0,5,0,0,0
rust-lang_rust_19991553331,rust-lang_rust,19991553331,12,12,8412921,701076.75,571,568,0,3,0,0,0
rust-lang_rust_19992123052,rust-lang_rust,19992123052,20,20,14325943,716297.15,1135,1128,0,7,0,0,0
rust-lang_rust_19993138323,rust-lang_rust,19993138323,20,20,2133282,106664.1,240,240,0,0,0,0,0
rust-lang_rust_19993833082,rust-lang_rust,19993833082,20,20,1952733,97636.65,189,189,0,0,0,0,0
rust-lang_rust_19993868407,rust-lang_rust,19993868407,20,20,1936795,96839.75,175,175,0,0,0,0,0
rust-lang_rust_19994566337,rust-lang_rust,19994566337,20,20,1598874,79943.7,174,174,0,0,0,0,0
rust-lang_rust_19998499201,rust-lang_rust,19998499201,20,20,7329762,366488.1,568,565,0,3,0,0,0
rust-lang_rust_20002671233,rust-lang_rust,20002671233,20,20,2092631,104631.55,197,197,0,0,0,0,0
rust-lang_rust_20003433655,rust-lang_rust,20003433655,20,20,1641419,82070.95,174,174,0,0,0,0,0
rust-lang_rust_20003624942,rust-lang_rust,20003624942,20,20,16950168,847508.4,1261,1249,0,12,0,0,0
rust-lang_rust_20005287726,rust-lang_rust,20005287726,20,20,2697421,134871.05,236,236,0,0,0,0,0
rust-lang_rust_20005948085,rust-lang_rust,20005948085,20,20,6702954,335147.7,588,586,0,2,0,0,0
rust-lang_rust_20006149242,rust-lang_rust,20006149242,20,20,6981030,349051.5,534,530,1,3,0,0,0
rust-lang_rust_20006945350,rust-lang_rust,20006945350,20,20,8481524,424076.2,696,691,0,5,0,0,0
rust-lang_rust_20007523700,rust-lang_rust,20007523700,20,20,6954175,347708.75,593,591,0,2,0,0,0
rust-lang_rust_20007557181,rust-lang_rust,20007557181,20,20,10827497,541374.85,805,799,0,6,0,0,0
rust-lang_rust_20008363051,rust-lang_rust,20008363051,20,20,1771426,88571.3,160,160,0,0,0,0,0
rust-lang_rust_20009272735,rust-lang_rust,20009272735,20,20,8721700,436085.0,654,649,0,5,0,0,0
rust-lang_rust_20009281675,rust-lang_rust,20009281675,20,20,6682234,334111.7,562,560,0,2,0,0,0
rust-lang_rust_20010231333,rust-lang_rust,20010231333,20,20,6541556,327077.8,488,486,0,2,0,0,0
rust-lang_rust_20010408307,rust-lang_rust,20010408307,20,20,6000786,300039.3,482,481,0,1,0,0,0
rust-lang_rust_20011981205,rust-lang_rust,20011981205,170,170,136793401,804667.0647058823,8116,8108,0,8,0,0,0
rust-lang_rust_20013149738,rust-lang_rust,20013149738,12,12,11362203,946850.25,824,819,0,5,0,0,0
rust-lang_rust_20013445735,rust-lang_rust,20013445735,20,20,2034877,101743.85,161,161,0,0,0,0,0
rust-lang_rust_20015449849,rust-lang_rust,20015449849,20,20,1563470,78173.5,138,138,0,0,0,0,0
rust-lang_rust_20015628837,rust-lang_rust,20015628837,20,20,1298658,64932.9,127,127,0,0,0,0,0
rust-lang_rust_20015992094,rust-lang_rust,20015992094,20,20,6517842,325892.1,863,861,0,2,0,0,0
rust-lang_rust_20024337621,rust-lang_rust,20024337621,20,20,309364,15468.2,23,23,0,0,0,0,0
rust-lang_rust_20024743325,rust-lang_rust,20024743325,20,20,2318088,115904.4,210,210,0,0,0,0,0
rust-lang_rust_20025365879,rust-lang_rust,20025365879,20,20,2547899,127394.95,231,231,0,0,0,0,0
rust-lang_rust_20025529323,rust-lang_rust,20025529323,20,20,1842033,92101.65,175,175,0,0,0,0,0
rust-lang_rust_20025714661,rust-lang_rust,20025714661,20,20,2686763,134338.15,293,293,0,0,0,0,0
rust-lang_rust_20026778204,rust-lang_rust,20026778204,20,20,2102483,105124.15,240,240,0,0,0,0,0
rust-lang_rust_20027244975,rust-lang_rust,20027244975,20,20,17148709,857435.45,1331,1319,0,12,0,0,0
rust-lang_rust_20027276578,rust-lang_rust,20027276578,6,6,3571596,595266.0,168,166,0,2,0,0,0
rust-lang_rust_20028778122,rust-lang_rust,20028778122,20,20,1614747,80737.35,190,190,0,0,0,0,0
rust-lang_rust_20029115654,rust-lang_rust,20029115654,20,20,1734859,86742.95,186,186,0,0,0,0,0
rust-lang_rust_20029127025,rust-lang_rust,20029127025,20,20,1461024,73051.2,212,212,0,0,0,0,0
rust-lang_rust_20029739441,rust-lang_rust,20029739441,20,20,1556875,77843.75,149,149,0,0,0,0,0
rust-lang_rust_20029778753,rust-lang_rust,20029778753,20,20,14334115,716705.75,1039,1031,0,8,0,0,0
rust-lang_rust_20030211876,rust-lang_rust,20030211876,20,20,1829228,91461.4,184,184,0,0,0,0,0
rust-lang_rust_20032094676,rust-lang_rust,20032094676,20,20,1158021,57901.05,108,108,0,0,0,0,0
rust-lang_rust_20033672876,rust-lang_rust,20033672876,20,20,6892960,344648.0,562,558,0,4,0,0,0
rust-lang_rust_20034012861,rust-lang_rust,20034012861,20,20,12462001,623100.05,843,836,0,7,0,0,0
rust-lang_rust_20035150475,rust-lang_rust,20035150475,20,20,6209988,310499.4,509,507,0,2,0,0,0
rust-lang_rust_20036302029,rust-lang_rust,20036302029,20,20,17309056,865452.8,1382,1370,0,12,0,0,0
rust-lang_rust_20036880999,rust-lang_rust,20036880999,20,20,1588078,79403.9,178,178,0,0,0,0,0
rust-lang_rust_20038213515,rust-lang_rust,20038213515,20,20,8755216,437760.8,740,735,0,5,0,0,0
rust-lang_rust_20040518807,rust-lang_rust,20040518807,20,20,2400364,120018.2,253,253,0,0,0,0,0
rust-lang_rust_20040729145,rust-lang_rust,20040729145,20,20,3117430,155871.5,240,240,0,0,0,0,0
rust-lang_rust_20040800515,rust-lang_rust,20040800515,20,20,3652254,182612.7,348,348,0,0,0,0,0
rust-lang_rust_20041752719,rust-lang_rust,20041752719,20,20,6649633,332481.65,508,506,0,2,0,0,0
rust-lang_rust_20041780728,rust-lang_rust,20041780728,20,20,3403566,170178.3,519,519,0,0,0,0,0
rust-lang_rust_20041877374,rust-lang_rust,20041877374,20,20,1584075,79203.75,153,153,0,0,0,0,0
rust-lang_rust_20042207305,rust-lang_rust,20042207305,20,20,1606558,80327.9,169,169,0,0,0,0,0
rust-lang_rust_20042765509,rust-lang_rust,20042765509,20,20,7243622,362181.1,620,616,0,4,0,0,0
rust-lang_rust_20044475979,rust-lang_rust,20044475979,20,20,2123170,106158.5,202,202,0,0,0,0,0
rust-lang_rust_20044659018,rust-lang_rust,20044659018,20,20,1801006,90050.3,161,161,0,0,0,0,0
rust-lang_rust_20045997055,rust-lang_rust,20045997055,20,20,14267954,713397.7,1083,1075,0,8,0,0,0
rust-lang_rust_20046015568,rust-lang_rust,20046015568,20,20,1958050,97902.5,196,196,0,0,0,0,0
rust-lang_rust_20046041907,rust-lang_rust,20046041907,20,20,11135818,556790.9,817,812,0,5,0,0,0
rust-lang_rust_20046409207,rust-lang_rust,20046409207,20,20,2444133,122206.65,264,264,0,0,0,0,0
rust-lang_rust_20046464209,rust-lang_rust,20046464209,20,20,16116469,805823.45,1277,1268,0,9,0,0,0
rust-lang_rust_20047877501,rust-lang_rust,20047877501,20,20,1727369,86368.45,191,191,0,0,0,0,0
rust-lang_rust_20048138031,rust-lang_rust,20048138031,20,20,4049783,202489.15,378,378,0,0,0,0,0
rust-lang_rust_20048237713,rust-lang_rust,20048237713,20,20,17034602,851730.1,1253,1241,0,12,0,0,0
rust-lang_rust_20048299620,rust-lang_rust,20048299620,20,20,1966903,98345.15,192,192,0,0,0,0,0
rust-lang_rust_20048301673,rust-lang_rust,20048301673,20,20,13848835,692441.75,1007,999,0,8,0,0,0
rust-lang_rust_20048821616,rust-lang_rust,20048821616,20,20,1638359,81917.95,163,163,0,0,0,0,0
rust-lang_rust_20049069165,rust-lang_rust,20049069165,170,170,18610926,109476.03529411765,1899,1899,0,0,0,0,0
rust-lang_rust_20049230359,rust-lang_rust,20049230359,20,20,6593836,329691.8,547,544,0,3,0,0,0
rust-lang_rust_20049762182,rust-lang_rust,20049762182,20,20,5353332,267666.6,490,489,0,1,0,0,0
rust-lang_rust_20050479958,rust-lang_rust,20050479958,20,20,3492860,174643.0,324,324,0,0,0,0,0
rust-lang_rust_20053102412,rust-lang_rust,20053102412,20,20,1326791,66339.55,162,162,0,0,0,0,0
rust-lang_rust_20053696188,rust-lang_rust,20053696188,20,20,2441535,122076.75,244,244,0,0,0,0,0
rust-lang_rust_20054778308,rust-lang_rust,20054778308,20,20,6500357,325017.85,541,539,0,2,0,0,0
rust-lang_rust_20055114452,rust-lang_rust,20055114452,20,20,2708616,135430.8,286,286,0,0,0,0,0
rust-lang_rust_20055183786,rust-lang_rust,20055183786,20,20,5472211,273610.55,484,481,0,3,0,0,0
rust-lang_rust_20055501454,rust-lang_rust,20055501454,20,20,2700611,135030.55,213,213,0,0,0,0,0
rust-lang_rust_20055736671,rust-lang_rust,20055736671,20,20,1901113,95055.65,167,167,0,0,0,0,0
rust-lang_rust_20057266627,rust-lang_rust,20057266627,20,20,5841293,292064.65,499,498,0,1,0,0,0
rust-lang_rust_20057454882,rust-lang_rust,20057454882,20,20,2431309,121565.45,236,236,0,0,0,0,0
rust-lang_rust_20057610998,rust-lang_rust,20057610998,20,20,6467313,323365.65,540,539,0,1,0,0,0
rust-lang_rust_20058213891,rust-lang_rust,20058213891,6,6,5321886,886981.0,279,279,0,0,0,0,0
rust-lang_rust_20058353729,rust-lang_rust,20058353729,20,20,1720470,86023.5,186,186,0,0,0,0,0
rust-lang_rust_20058986729,rust-lang_rust,20058986729,20,20,2376658,118832.9,493,493,0,0,0,0,0
rust-lang_rust_20061039399,rust-lang_rust,20061039399,20,20,1701165,85058.25,203,203,0,0,0,0,0
rust-lang_rust_20061043386,rust-lang_rust,20061043386,6,6,1420463,236743.83333333334,65,65,0,0,0,0,0
rust-lang_rust_20061080700,rust-lang_rust,20061080700,20,20,1797974,89898.7,187,187,0,0,0,0,0
rust-lang_rust_20061758525,rust-lang_rust,20061758525,20,20,1491849,74592.45,134,134,0,0,0,0,0
rust-lang_rust_20062012185,rust-lang_rust,20062012185,20,20,2225326,111266.3,190,190,0,0,0,0,0
rust-lang_rust_20062540701,rust-lang_rust,20062540701,20,20,1557133,77856.65,175,175,0,0,0,0,0
rust-lang_rust_20062601944,rust-lang_rust,20062601944,20,20,2718784,135939.2,253,253,0,0,0,0,0
rust-lang_rust_20063026630,rust-lang_rust,20063026630,20,20,8122838,406141.9,668,663,0,5,0,0,0
rust-lang_rust_20063028321,rust-lang_rust,20063028321,20,20,1994002,99700.1,181,181,0,0,0,0,0
rust-lang_rust_20063269012,rust-lang_rust,20063269012,20,20,6046772,302338.6,515,514,0,1,0,0,0
rust-lang_rust_20064056371,rust-lang_rust,20064056371,20,20,2741162,137058.1,219,219,0,0,0,0,0
rust-lang_rust_20065671630,rust-lang_rust,20065671630,20,20,1720538,86026.9,175,175,0,0,0,0,0
rust-lang_rust_20065857635,rust-lang_rust,20065857635,20,20,3879122,193956.1,336,336,0,0,0,0,0
rust-lang_rust_20066025709,rust-lang_rust,20066025709,20,20,1493276,74663.8,123,123,0,0,0,0,0
rust-lang_rust_20066259833,rust-lang_rust,20066259833,20,20,9405595,470279.75,707,702,0,5,0,0,0
rust-lang_rust_20066630683,rust-lang_rust,20066630683,20,20,8167269,408363.45,694,689,0,5,0,0,0
rust-lang_rust_20066753260,rust-lang_rust,20066753260,20,20,3550043,177502.15,281,281,0,0,0,0,0
rust-lang_rust_20067015840,rust-lang_rust,20067015840,20,20,6930558,346527.9,610,606,0,4,0,0,0
rust-lang_rust_20067420221,rust-lang_rust,20067420221,20,20,4744202,237210.1,402,402,0,0,0,0,0
rust-lang_rust_20067683659,rust-lang_rust,20067683659,170,170,250462694,1473309.9647058824,16135,16050,0,85,0,0,0
rust-lang_rust_20067900425,rust-lang_rust,20067900425,20,20,9633689,481684.45,758,753,0,5,0,0,0
rust-lang_rust_20068359813,rust-lang_rust,20068359813,20,20,2095705,104785.25,210,210,0,0,0,0,0
rust-lang_rust_20069093852,rust-lang_rust,20069093852,20,20,1821066,91053.3,199,199,0,0,0,0,0
rust-lang_rust_20069280251,rust-lang_rust,20069280251,20,20,6247264,312363.2,540,538,0,2,0,0,0
rust-lang_rust_20070566030,rust-lang_rust,20070566030,20,20,7875215,393760.75,590,585,0,5,0,0,0
rust-lang_rust_20070692014,rust-lang_rust,20070692014,20,20,3740097,187004.85,302,302,0,0,0,0,0
rust-lang_rust_20070775363,rust-lang_rust,20070775363,20,20,1510267,75513.35,226,226,0,0,0,0,0
rust-lang_rust_20071150276,rust-lang_rust,20071150276,20,20,17663774,883188.7,1342,1330,0,12,0,0,0
rust-lang_rust_20071318264,rust-lang_rust,20071318264,20,20,6390298,319514.9,533,532,0,1,0,0,0
